Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client  32,0.00,0.002,0.002,0.002,0.004,0.011,0.007,0.007,0.011,0.002,0.046,0.024,0.004,0.018,0.007,0.002,0.002,0.011,0.00,0.002,0.022,0.007,0.011,0.011,0.002,0.002,0.007,0.068,0.031,0.007,0.00,0.022,0.002,0.00,0.013,0.002,0.004,0.007,0.033,0.024,0.002,0.00,0.00,0.031,0.022,0.011,0.007,0.007,0.002,0.002,0.002,0.004,0.00,0.004,0.007,0.015,0.009,0.011,0.007,0.024,0.007,0.020,0.018,0.013,0.00,0.002,0.031,0.018,0.004,0.007,0.007,0.002,0.002,0.007,0.015,0.002,0.007,0.00,0.022,0.013,0.031,0.009,0.007,0.009,0.004,0.039,0.029,0.00,0.004,0.007,0.004,0.00,0.00,0.00,0.004,0.004,0.002,0.002,0.026,0.018,456
Client  33,0.002,0.002,0.011,0.005,0.00,0.046,0.027,0.007,0.020,0.031,0.004,0.009,0.00,0.002,0.002,0.002,0.026,0.009,0.004,0.002,0.005,0.00,0.00,0.005,0.005,0.004,0.002,0.005,0.007,0.005,0.002,0.004,0.004,0.00,0.00,0.005,0.00,0.005,0.002,0.013,0.007,0.009,0.016,0.009,0.020,0.005,0.004,0.024,0.009,0.009,0.00,0.033,0.020,0.007,0.007,0.016,0.011,0.00,0.013,0.037,0.015,0.004,0.002,0.002,0.007,0.015,0.009,0.005,0.009,0.013,0.007,0.004,0.009,0.009,0.002,0.018,0.018,0.005,0.018,0.011,0.037,0.033,0.018,0.00,0.015,0.002,0.002,0.002,0.018,0.007,0.002,0.016,0.013,0.00,0.002,0.062,0.044,0.00,0.00,0.00,546
Client  34,0.030,0.020,0.010,0.00,0.020,0.012,0.012,0.014,0.006,0.032,0.002,0.00,0.00,0.00,0.008,0.022,0.016,0.022,0.012,0.040,0.034,0.032,0.022,0.014,0.002,0.006,0.008,0.004,0.002,0.002,0.004,0.008,0.022,0.083,0.034,0.030,0.00,0.00,0.002,0.063,0.046,0.040,0.010,0.008,0.00,0.002,0.00,0.00,0.010,0.004,0.002,0.006,0.010,0.010,0.00,0.002,0.008,0.002,0.004,0.00,0.016,0.008,0.010,0.028,0.012,0.008,0.018,0.016,0.002,0.018,0.008,0.002,0.004,0.006,0.004,0.012,0.00,0.00,0.006,0.016,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,505
Client  35,0.014,0.030,0.038,0.006,0.00,0.006,0.004,0.004,0.008,0.004,0.010,0.00,0.00,0.006,0.004,0.002,0.002,0.002,0.004,0.004,0.006,0.002,0.008,0.008,0.008,0.006,0.034,0.024,0.012,0.002,0.010,0.010,0.00,0.004,0.004,0.002,0.020,0.030,0.006,0.002,0.004,0.008,0.002,0.002,0.012,0.012,0.012,0.002,0.00,0.010,0.012,0.004,0.004,0.00,0.014,0.002,0.002,0.006,0.008,0.014,0.006,0.002,0.012,0.006,0.014,0.006,0.002,0.010,0.006,0.004,0.022,0.006,0.018,0.012,0.018,0.004,0.012,0.061,0.032,0.002,0.008,0.004,0.004,0.004,0.010,0.00,0.002,0.00,0.012,0.012,0.026,0.040,0.006,0.016,0.014,0.036,0.034,0.00,0.014,0.018,495
Client  36,0.00,0.00,0.00,0.00,0.00,0.004,0.002,0.007,0.004,0.00,0.002,0.002,0.024,0.007,0.00,0.00,0.00,0.015,0.015,0.002,0.020,0.009,0.015,0.018,0.00,0.007,0.018,0.009,0.007,0.009,0.013,0.018,0.011,0.004,0.004,0.00,0.004,0.002,0.011,0.00,0.007,0.002,0.00,0.004,0.004,0.009,0.002,0.00,0.009,0.002,0.004,0.020,0.015,0.066,0.046,0.004,0.031,0.033,0.007,0.00,0.007,0.031,0.013,0.004,0.009,0.002,0.002,0.00,0.002,0.002,0.013,0.060,0.033,0.022,0.020,0.009,0.007,0.011,0.004,0.018,0.038,0.013,0.020,0.011,0.007,0.015,0.024,0.009,0.00,0.020,0.002,0.00,0.00,0.00,0.013,0.00,0.00,0.011,0.013,0.00,452
Client  37,0.020,0.002,0.002,0.016,0.035,0.002,0.008,0.00,0.00,0.004,0.014,0.004,0.004,0.010,0.012,0.002,0.010,0.043,0.004,0.002,0.067,0.029,0.004,0.027,0.033,0.008,0.006,0.008,0.006,0.008,0.00,0.006,0.004,0.004,0.00,0.002,0.00,0.006,0.004,0.006,0.024,0.006,0.00,0.008,0.022,0.008,0.004,0.025,0.010,0.006,0.012,0.004,0.004,0.006,0.014,0.027,0.022,0.016,0.029,0.027,0.00,0.00,0.004,0.006,0.004,0.027,0.016,0.014,0.014,0.004,0.012,0.010,0.010,0.008,0.010,0.004,0.004,0.00,0.00,0.004,0.006,0.022,0.012,0.008,0.004,0.00,0.002,0.004,0.012,0.012,0.006,0.00,0.008,0.00,0.025,0.008,0.008,0.014,0.010,0.00,510
Client  38,0.006,0.002,0.00,0.00,0.002,0.002,0.008,0.040,0.028,0.00,0.006,0.020,0.006,0.002,0.004,0.026,0.010,0.012,0.002,0.044,0.016,0.002,0.014,0.008,0.014,0.002,0.002,0.012,0.002,0.00,0.012,0.055,0.034,0.004,0.012,0.006,0.030,0.016,0.012,0.006,0.040,0.008,0.006,0.00,0.014,0.006,0.016,0.028,0.010,0.00,0.004,0.004,0.018,0.002,0.002,0.006,0.004,0.00,0.024,0.018,0.006,0.002,0.018,0.022,0.00,0.002,0.006,0.012,0.026,0.010,0.008,0.030,0.042,0.028,0.006,0.006,0.004,0.004,0.008,0.002,0.004,0.004,0.006,0.012,0.002,0.008,0.002,0.002,0.004,0.00,0.004,0.024,0.006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,505
Client  39,0.006,0.008,0.023,0.014,0.00,0.029,0.014,0.012,0.00,0.029,0.006,0.006,0.018,0.006,0.006,0.010,0.016,0.064,0.045,0.008,0.012,0.027,0.033,0.016,0.008,0.021,0.027,0.00,0.012,0.008,0.004,0.059,0.066,0.037,0.006,0.00,0.004,0.004,0.00,0.002,0.020,0.018,0.006,0.00,0.020,0.008,0.004,0.002,0.00,0.004,0.023,0.014,0.031,0.010,0.004,0.025,0.012,0.006,0.012,0.008,0.002,0.018,0.016,0.012,0.004,0.004,0.008,0.004,0.012,0.004,0.002,0.002,0.016,0.010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,512
Client  40,0.010,0.013,0.004,0.004,0.012,0.019,0.021,0.006,0.029,0.037,0.031,0.013,0.004,0.002,0.017,0.006,0.00,0.008,0.010,0.006,0.017,0.013,0.008,0.002,0.00,0.006,0.012,0.004,0.002,0.006,0.002,0.002,0.013,0.013,0.006,0.013,0.017,0.00,0.004,0.004,0.004,0.006,0.00,0.004,0.006,0.035,0.010,0.031,0.017,0.048,0.017,0.046,0.023,0.015,0.002,0.004,0.012,0.002,0.002,0.002,0.021,0.013,0.00,0.025,0.017,0.017,0.015,0.002,0.002,0.002,0.017,0.013,0.008,0.008,0.00,0.00,0.002,0.008,0.002,0.006,0.010,0.021,0.010,0.037,0.019,0.002,0.00,0.033,0.010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,519
Client  41,0.006,0.014,0.016,0.00,0.002,0.006,0.020,0.004,0.004,0.00,0.034,0.010,0.010,0.012,0.004,0.004,0.008,0.004,0.014,0.006,0.006,0.022,0.010,0.00,0.00,0.00,0.004,0.006,0.002,0.00,0.00,0.008,0.018,0.002,0.018,0.00,0.002,0.006,0.002,0.006,0.004,0.006,0.004,0.022,0.026,0.002,0.002,0.004,0.034,0.018,0.008,0.006,0.00,0.018,0.020,0.006,0.008,0.00,0.008,0.008,0.004,0.008,0.018,0.006,0.004,0.020,0.010,0.006,0.002,0.024,0.00,0.014,0.008,0.00,0.006,0.006,0.002,0.022,0.014,0.006,0.008,0.004,0.008,0.018,0.00,0.018,0.018,0.008,0.00,0.018,0.016,0.022,0.016,0.024,0.010,0.026,0.022,0.024,0.040,0.032,503
Client  42,0.004,0.004,0.004,0.002,0.004,0.00,0.002,0.00,0.006,0.006,0.002,0.004,0.014,0.006,0.002,0.002,0.006,0.002,0.00,0.010,0.006,0.023,0.008,0.002,0.00,0.00,0.021,0.018,0.029,0.025,0.004,0.014,0.002,0.006,0.006,0.016,0.010,0.004,0.002,0.004,0.014,0.002,0.002,0.00,0.004,0.041,0.027,0.00,0.010,0.014,0.00,0.004,0.008,0.002,0.00,0.008,0.008,0.002,0.00,0.002,0.014,0.00,0.016,0.002,0.027,0.002,0.004,0.002,0.004,0.004,0.025,0.014,0.008,0.008,0.025,0.00,0.060,0.035,0.023,0.010,0.023,0.00,0.012,0.012,0.037,0.00,0.006,0.010,0.004,0.012,0.021,0.016,0.012,0.064,0.066,0.00,0.00,0.00,0.00,0.00,513
Client  43,0.020,0.004,0.002,0.00,0.002,0.012,0.014,0.00,0.014,0.014,0.004,0.004,0.004,0.002,0.00,0.016,0.010,0.016,0.008,0.00,0.027,0.031,0.027,0.016,0.008,0.002,0.00,0.004,0.006,0.00,0.004,0.00,0.002,0.006,0.006,0.010,0.006,0.004,0.004,0.010,0.008,0.010,0.006,0.018,0.014,0.090,0.059,0.039,0.020,0.002,0.00,0.004,0.020,0.020,0.008,0.006,0.002,0.002,0.010,0.018,0.004,0.00,0.004,0.012,0.002,0.00,0.006,0.002,0.024,0.016,0.002,0.002,0.004,0.018,0.010,0.027,0.002,0.002,0.004,0.025,0.00,0.00,0.004,0.008,0.006,0.00,0.002,0.002,0.002,0.00,0.045,0.029,0.029,0.012,0.027,0.00,0.00,0.00,0.00,0.00,510
Client  44,0.004,0.008,0.00,0.00,0.004,0.020,0.006,0.004,0.002,0.020,0.002,0.010,0.008,0.022,0.024,0.00,0.012,0.006,0.010,0.010,0.00,0.00,0.00,0.004,0.00,0.006,0.012,0.010,0.00,0.012,0.010,0.002,0.016,0.032,0.036,0.006,0.014,0.014,0.010,0.002,0.002,0.002,0.00,0.028,0.016,0.008,0.00,0.002,0.00,0.00,0.006,0.002,0.002,0.012,0.022,0.018,0.024,0.014,0.026,0.024,0.002,0.00,0.006,0.002,0.008,0.002,0.002,0.040,0.032,0.008,0.00,0.008,0.012,0.002,0.00,0.004,0.00,0.014,0.016,0.008,0.020,0.008,0.00,0.00,0.008,0.002,0.006,0.032,0.065,0.022,0.002,0.00,0.010,0.016,0.018,0.006,0.018,0.020,0.012,0.010,504
Client  45,0.00,0.007,0.029,0.014,0.007,0.002,0.022,0.043,0.027,0.002,0.024,0.022,0.002,0.019,0.012,0.005,0.00,0.00,0.007,0.005,0.012,0.010,0.007,0.022,0.017,0.005,0.002,0.007,0.007,0.002,0.002,0.00,0.005,0.007,0.012,0.00,0.002,0.007,0.014,0.00,0.005,0.012,0.007,0.005,0.002,0.002,0.007,0.014,0.010,0.012,0.007,0.007,0.00,0.00,0.010,0.014,0.017,0.002,0.00,0.002,0.005,0.007,0.002,0.012,0.00,0.002,0.002,0.010,0.017,0.002,0.012,0.010,0.007,0.014,0.031,0.012,0.005,0.010,0.00,0.017,0.00,0.017,0.014,0.010,0.002,0.012,0.029,0.029,0.014,0.014,0.034,0.010,0.007,0.00,0.041,0.010,0.005,0.017,0.024,0.002,415
Client  46,0.022,0.016,0.002,0.016,0.014,0.006,0.012,0.010,0.020,0.002,0.00,0.00,0.002,0.00,0.002,0.00,0.056,0.062,0.006,0.00,0.00,0.004,0.004,0.006,0.00,0.020,0.002,0.006,0.010,0.016,0.012,0.002,0.004,0.008,0.020,0.010,0.00,0.010,0.002,0.002,0.018,0.010,0.004,0.006,0.006,0.008,0.010,0.024,0.008,0.014,0.006,0.002,0.002,0.00,0.010,0.002,0.002,0.004,0.006,0.006,0.004,0.00,0.012,0.004,0.004,0.058,0.030,0.004,0.00,0.020,0.052,0.022,0.012,0.030,0.008,0.004,0.00,0.010,0.014,0.002,0.010,0.006,0.002,0.010,0.012,0.010,0.004,0.070,0.028,0.014,0.002,0.004,0.006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,501
Client  47,0.010,0.002,0.026,0.022,0.004,0.008,0.004,0.010,0.010,0.004,0.002,0.004,0.006,0.00,0.002,0.010,0.006,0.004,0.008,0.002,0.026,0.008,0.00,0.00,0.016,0.018,0.018,0.020,0.004,0.030,0.016,0.006,0.014,0.008,0.026,0.012,0.008,0.036,0.024,0.024,0.010,0.016,0.002,0.002,0.008,0.006,0.008,0.014,0.010,0.004,0.022,0.012,0.032,0.012,0.010,0.006,0.008,0.002,0.012,0.006,0.038,0.034,0.022,0.016,0.012,0.004,0.00,0.00,0.00,0.002,0.00,0.002,0.002,0.004,0.00,0.010,0.002,0.002,0.002,0.028,0.00,0.004,0.010,0.004,0.00,0.010,0.016,0.006,0.004,0.004,0.012,0.00,0.026,0.024,0.008,0.006,0.004,0.016,0.016,0.00,505
Client  48,0.004,0.016,0.016,0.004,0.004,0.002,0.008,0.006,0.012,0.008,0.008,0.006,0.004,0.004,0.010,0.022,0.008,0.008,0.002,0.030,0.00,0.006,0.014,0.002,0.00,0.030,0.030,0.036,0.010,0.022,0.002,0.004,0.018,0.002,0.00,0.032,0.032,0.002,0.006,0.010,0.018,0.006,0.002,0.030,0.046,0.014,0.00,0.008,0.014,0.004,0.008,0.008,0.006,0.010,0.016,0.024,0.012,0.00,0.002,0.012,0.030,0.018,0.00,0.00,0.00,0.020,0.012,0.028,0.006,0.030,0.014,0.010,0.012,0.006,0.008,0.034,0.026,0.00,0.00,0.006,0.010,0.026,0.004,0.024,0.004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,504
Client  49,0.014,0.005,0.00,0.002,0.002,0.002,0.00,0.002,0.005,0.002,0.042,0.005,0.012,0.002,0.035,0.012,0.005,0.007,0.005,0.014,0.014,0.016,0.009,0.007,0.014,0.00,0.002,0.002,0.035,0.016,0.012,0.005,0.012,0.009,0.007,0.002,0.026,0.016,0.002,0.005,0.00,0.007,0.005,0.002,0.012,0.007,0.005,0.00,0.00,0.016,0.047,0.030,0.021,0.014,0.002,0.00,0.002,0.026,0.033,0.005,0.00,0.014,0.016,0.002,0.007,0.005,0.005,0.002,0.002,0.002,0.00,0.007,0.007,0.00,0.00,0.007,0.00,0.002,0.002,0.023,0.005,0.007,0.005,0.009,0.014,0.014,0.016,0.009,0.005,0.002,0.005,0.030,0.051,0.042,0.016,0.014,0.00,0.002,0.007,0.021,428
Client  50,0.020,0.018,0.012,0.027,0.018,0.006,0.004,0.002,0.00,0.006,0.002,0.004,0.022,0.024,0.008,0.002,0.00,0.00,0.002,0.002,0.002,0.002,0.004,0.00,0.002,0.00,0.004,0.004,0.006,0.00,0.012,0.006,0.002,0.014,0.004,0.014,0.016,0.002,0.004,0.004,0.008,0.004,0.004,0.014,0.006,0.008,0.006,0.006,0.00,0.00,0.010,0.012,0.020,0.010,0.00,0.014,0.022,0.012,0.010,0.002,0.022,0.002,0.004,0.00,0.010,0.004,0.024,0.002,0.00,0.002,0.002,0.029,0.020,0.008,0.008,0.008,0.045,0.049,0.024,0.00,0.002,0.006,0.00,0.004,0.00,0.016,0.010,0.012,0.006,0.018,0.043,0.008,0.024,0.012,0.053,0.004,0.002,0.029,0.022,0.004,490
Client  51,0.002,0.00,0.00,0.00,0.00,0.004,0.010,0.002,0.00,0.002,0.00,0.00,0.004,0.00,0.004,0.024,0.012,0.006,0.010,0.004,0.022,0.016,0.010,0.008,0.032,0.018,0.008,0.024,0.018,0.008,0.008,0.010,0.012,0.018,0.004,0.00,0.002,0.014,0.016,0.002,0.006,0.004,0.00,0.008,0.022,0.00,0.010,0.012,0.00,0.002,0.006,0.026,0.026,0.002,0.006,0.00,0.00,0.002,0.00,0.00,0.018,0.020,0.020,0.016,0.002,0.014,0.014,0.002,0.008,0.012,0.00,0.018,0.016,0.002,0.00,0.020,0.040,0.022,0.010,0.006,0.004,0.010,0.012,0.002,0.00,0.008,0.004,0.004,0.012,0.006,0.010,0.032,0.010,0.020,0.022,0.010,0.006,0.078,0.028,0.00,502
Client  52,0.002,0.009,0.002,0.002,0.002,0.030,0.006,0.019,0.019,0.028,0.015,0.017,0.013,0.006,0.004,0.002,0.00,0.006,0.013,0.004,0.022,0.009,0.004,0.002,0.00,0.002,0.00,0.00,0.004,0.017,0.002,0.030,0.022,0.009,0.002,0.004,0.006,0.006,0.004,0.00,0.002,0.002,0.002,0.00,0.002,0.00,0.00,0.011,0.006,0.011,0.009,0.009,0.00,0.009,0.004,0.011,0.002,0.00,0.002,0.011,0.002,0.00,0.00,0.013,0.015,0.004,0.024,0.009,0.002,0.00,0.002,0.028,0.015,0.013,0.024,0.00,0.019,0.032,0.009,0.009,0.037,0.015,0.002,0.002,0.002,0.006,0.011,0.002,0.002,0.00,0.030,0.026,0.022,0.004,0.054,0.028,0.037,0.017,0.028,0.011,463
Client  53,0.004,0.002,0.006,0.007,0.002,0.00,0.002,0.009,0.00,0.00,0.002,0.002,0.002,0.00,0.00,0.006,0.002,0.00,0.004,0.006,0.002,0.004,0.002,0.002,0.00,0.00,0.020,0.022,0.004,0.006,0.031,0.017,0.007,0.006,0.00,0.041,0.020,0.002,0.006,0.017,0.002,0.004,0.006,0.020,0.00,0.004,0.007,0.004,0.006,0.004,0.002,0.002,0.002,0.00,0.00,0.002,0.031,0.004,0.007,0.002,0.020,0.002,0.006,0.006,0.031,0.007,0.007,0.00,0.006,0.002,0.002,0.004,0.00,0.009,0.022,0.002,0.006,0.002,0.002,0.002,0.022,0.011,0.015,0.007,0.006,0.015,0.026,0.009,0.013,0.022,0.039,0.015,0.017,0.041,0.022,0.046,0.024,0.046,0.031,0.067,540
Client  54,0.033,0.043,0.058,0.031,0.045,0.014,0.021,0.021,0.006,0.008,0.004,0.002,0.002,0.010,0.016,0.021,0.008,0.004,0.012,0.029,0.002,0.008,0.025,0.016,0.006,0.00,0.004,0.002,0.014,0.012,0.016,0.016,0.008,0.016,0.027,0.016,0.006,0.016,0.021,0.014,0.006,0.010,0.00,0.00,0.012,0.010,0.023,0.008,0.00,0.012,0.006,0.006,0.008,0.00,0.002,0.006,0.006,0.00,0.004,0.002,0.002,0.002,0.008,0.008,0.006,0.004,0.004,0.006,0.004,0.002,0.014,0.018,0.043,0.025,0.00,0.006,0.010,0.008,0.047,0.039,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,514
Client  55,0.006,0.004,0.004,0.004,0.002,0.002,0.006,0.004,0.006,0.00,0.004,0.022,0.032,0.024,0.010,0.048,0.032,0.004,0.004,0.016,0.012,0.006,0.004,0.010,0.008,0.002,0.002,0.010,0.026,0.018,0.002,0.002,0.016,0.010,0.006,0.016,0.024,0.012,0.004,0.004,0.034,0.020,0.004,0.002,0.026,0.014,0.036,0.016,0.004,0.006,0.014,0.010,0.014,0.026,0.034,0.002,0.00,0.004,0.010,0.006,0.006,0.016,0.026,0.032,0.006,0.004,0.004,0.004,0.010,0.00,0.00,0.00,0.010,0.038,0.024,0.002,0.00,0.006,0.006,0.008,0.006,0.050,0.030,0.010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,504
Client  56,0.004,0.00,0.010,0.039,0.039,0.018,0.002,0.002,0.00,0.010,0.002,0.00,0.004,0.002,0.00,0.012,0.00,0.014,0.018,0.037,0.045,0.037,0.00,0.004,0.002,0.004,0.006,0.012,0.004,0.002,0.004,0.006,0.004,0.006,0.010,0.016,0.024,0.004,0.00,0.002,0.012,0.018,0.012,0.012,0.016,0.008,0.030,0.008,0.010,0.006,0.002,0.004,0.016,0.028,0.010,0.008,0.020,0.010,0.00,0.002,0.00,0.002,0.002,0.026,0.008,0.010,0.018,0.006,0.00,0.004,0.006,0.004,0.002,0.00,0.00,0.004,0.002,0.002,0.00,0.002,0.014,0.010,0.016,0.006,0.024,0.012,0.00,0.004,0.030,0.024,0.002,0.006,0.028,0.055,0.012,0.024,0.008,0.00,0.00,0.00,508
Client  57,0.022,0.030,0.034,0.004,0.002,0.004,0.00,0.002,0.00,0.002,0.008,0.008,0.012,0.004,0.002,0.00,0.004,0.022,0.006,0.002,0.006,0.002,0.002,0.00,0.002,0.054,0.028,0.006,0.004,0.00,0.012,0.006,0.002,0.004,0.010,0.010,0.00,0.010,0.010,0.024,0.004,0.012,0.006,0.002,0.00,0.002,0.002,0.002,0.002,0.00,0.00,0.004,0.002,0.018,0.006,0.030,0.030,0.048,0.024,0.006,0.002,0.010,0.012,0.026,0.018,0.008,0.00,0.024,0.022,0.018,0.004,0.008,0.002,0.006,0.00,0.00,0.002,0.006,0.002,0.002,0.004,0.00,0.012,0.010,0.00,0.020,0.006,0.006,0.006,0.028,0.010,0.016,0.002,0.008,0.016,0.006,0.012,0.040,0.042,0.020,498
Client  58,0.011,0.036,0.026,0.009,0.004,0.009,0.00,0.019,0.028,0.006,0.002,0.00,0.011,0.017,0.002,0.002,0.002,0.00,0.00,0.006,0.028,0.004,0.00,0.002,0.009,0.002,0.011,0.004,0.002,0.015,0.00,0.002,0.002,0.006,0.002,0.006,0.00,0.00,0.004,0.002,0.013,0.002,0.011,0.015,0.002,0.00,0.00,0.002,0.00,0.002,0.004,0.002,0.002,0.013,0.009,0.009,0.002,0.038,0.015,0.011,0.006,0.013,0.017,0.019,0.028,0.006,0.006,0.090,0.032,0.002,0.002,0.00,0.00,0.00,0.002,0.011,0.006,0.009,0.002,0.004,0.028,0.011,0.006,0.002,0.023,0.006,0.00,0.00,0.00,0.011,0.009,0.004,0.041,0.013,0.026,0.026,0.032,0.028,0.013,0.023,469
Client  59,0.002,0.002,0.005,0.005,0.002,0.005,0.005,0.035,0.017,0.002,0.009,0.017,0.021,0.017,0.007,0.005,0.002,0.002,0.002,0.007,0.002,0.002,0.054,0.024,0.017,0.002,0.002,0.00,0.00,0.00,0.007,0.007,0.012,0.005,0.007,0.005,0.00,0.002,0.021,0.026,0.00,0.026,0.014,0.019,0.002,0.005,0.005,0.00,0.002,0.002,0.019,0.002,0.005,0.017,0.002,0.024,0.017,0.012,0.00,0.040,0.009,0.00,0.00,0.002,0.002,0.00,0.005,0.012,0.007,0.00,0.005,0.00,0.017,0.005,0.002,0.012,0.009,0.007,0.002,0.007,0.002,0.002,0.005,0.002,0.009,0.007,0.007,0.009,0.017,0.014,0.038,0.012,0.002,0.00,0.002,0.061,0.024,0.002,0.052,0.050,424
Client  60,0.008,0.028,0.018,0.004,0.006,0.004,0.010,0.010,0.016,0.026,0.006,0.00,0.002,0.002,0.008,0.002,0.028,0.008,0.064,0.040,0.006,0.016,0.036,0.034,0.004,0.012,0.036,0.018,0.018,0.030,0.004,0.004,0.020,0.018,0.006,0.004,0.010,0.008,0.006,0.006,0.00,0.002,0.002,0.006,0.00,0.002,0.014,0.014,0.004,0.002,0.008,0.00,0.038,0.022,0.010,0.002,0.00,0.002,0.014,0.006,0.00,0.00,0.006,0.020,0.008,0.006,0.00,0.004,0.002,0.004,0.016,0.014,0.00,0.004,0.00,0.022,0.010,0.004,0.004,0.004,0.006,0.004,0.00,0.004,0.002,0.010,0.008,0.028,0.058,0.018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500
Client  61,0.008,0.010,0.010,0.004,0.006,0.012,0.00,0.014,0.008,0.006,0.006,0.006,0.012,0.012,0.016,0.004,0.008,0.014,0.004,0.00,0.004,0.025,0.008,0.00,0.00,0.002,0.008,0.006,0.008,0.004,0.008,0.012,0.008,0.014,0.021,0.010,0.014,0.035,0.014,0.004,0.012,0.027,0.010,0.002,0.00,0.010,0.082,0.064,0.012,0.006,0.004,0.021,0.010,0.012,0.008,0.002,0.006,0.004,0.00,0.006,0.014,0.004,0.004,0.008,0.010,0.008,0.002,0.002,0.014,0.004,0.008,0.002,0.021,0.023,0.021,0.004,0.023,0.023,0.00,0.008,0.002,0.00,0.004,0.023,0.004,0.00,0.010,0.006,0.008,0.006,0.002,0.00,0.002,0.002,0.002,0.006,0.010,0.014,0.012,0.010,487
Client  62,0.002,0.002,0.004,0.00,0.00,0.018,0.035,0.018,0.014,0.002,0.006,0.016,0.016,0.00,0.010,0.002,0.002,0.014,0.010,0.004,0.019,0.010,0.006,0.004,0.019,0.002,0.002,0.008,0.004,0.00,0.004,0.014,0.012,0.006,0.004,0.004,0.014,0.006,0.002,0.012,0.014,0.016,0.012,0.018,0.016,0.002,0.008,0.008,0.006,0.014,0.014,0.008,0.002,0.00,0.025,0.004,0.008,0.021,0.008,0.004,0.002,0.006,0.008,0.002,0.002,0.00,0.025,0.010,0.008,0.008,0.018,0.00,0.037,0.035,0.019,0.002,0.00,0.004,0.002,0.004,0.016,0.006,0.012,0.004,0.004,0.014,0.006,0.008,0.002,0.006,0.004,0.00,0.039,0.029,0.012,0.021,0.012,0.012,0.047,0.033,514
Client  63,0.016,0.014,0.011,0.007,0.016,0.00,0.011,0.004,0.00,0.002,0.011,0.029,0.022,0.004,0.00,0.004,0.004,0.005,0.009,0.004,0.004,0.002,0.009,0.034,0.013,0.00,0.011,0.004,0.002,0.002,0.009,0.018,0.034,0.013,0.018,0.020,0.014,0.004,0.00,0.00,0.013,0.007,0.011,0.011,0.007,0.002,0.00,0.036,0.049,0.009,0.011,0.005,0.007,0.018,0.036,0.027,0.002,0.013,0.005,0.027,0.027,0.038,0.00,0.004,0.020,0.007,0.007,0.004,0.002,0.00,0.002,0.004,0.007,0.009,0.007,0.013,0.009,0.002,0.004,0.00,0.002,0.016,0.014,0.002,0.004,0.092,0.031,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,555
Client  64,0.002,0.002,0.006,0.013,0.00,0.019,0.010,0.00,0.002,0.033,0.017,0.002,0.006,0.013,0.044,0.008,0.002,0.004,0.012,0.006,0.006,0.004,0.00,0.010,0.006,0.006,0.008,0.012,0.029,0.017,0.008,0.010,0.010,0.008,0.021,0.002,0.023,0.031,0.015,0.010,0.015,0.010,0.025,0.013,0.002,0.002,0.00,0.004,0.00,0.002,0.013,0.00,0.002,0.012,0.040,0.019,0.019,0.006,0.012,0.006,0.015,0.008,0.002,0.002,0.006,0.010,0.008,0.006,0.008,0.004,0.006,0.00,0.004,0.004,0.006,0.023,0.010,0.006,0.008,0.033,0.010,0.029,0.037,0.002,0.006,0.00,0.012,0.004,0.010,0.006,0.004,0.017,0.010,0.035,0.019,0.00,0.00,0.00,0.00,0.00,519
