Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client  32,0.013,0.002,0.010,0.004,0.012,0.013,0.008,0.013,0.013,0.006,0.015,0.008,0.012,0.013,0.017,0.013,0.013,0.017,0.002,0.019,0.012,0.012,0.012,0.010,0.010,0.012,0.012,0.008,0.010,0.010,0.006,0.008,0.015,0.015,0.006,0.013,0.015,0.010,0.002,0.010,0.008,0.015,0.027,0.010,0.012,0.002,0.006,0.008,0.013,0.008,0.010,0.008,0.010,0.021,0.012,0.010,0.008,0.008,0.002,0.008,0.006,0.002,0.006,0.006,0.008,0.004,0.013,0.015,0.006,0.013,0.008,0.010,0.008,0.010,0.002,0.017,0.012,0.004,0.012,0.008,0.012,0.017,0.006,0.015,0.012,0.012,0.010,0.010,0.013,0.010,0.015,0.00,0.004,0.017,0.006,0.008,0.012,0.008,0.008,0.012,521
Client  33,0.022,0.012,0.010,0.008,0.008,0.011,0.011,0.012,0.012,0.006,0.008,0.010,0.007,0.011,0.010,0.010,0.004,0.006,0.001,0.019,0.003,0.007,0.012,0.010,0.015,0.008,0.007,0.008,0.010,0.007,0.008,0.011,0.010,0.012,0.014,0.010,0.006,0.008,0.010,0.007,0.015,0.011,0.014,0.010,0.007,0.014,0.014,0.008,0.007,0.015,0.017,0.010,0.008,0.011,0.007,0.014,0.015,0.015,0.010,0.012,0.017,0.010,0.012,0.010,0.006,0.007,0.015,0.007,0.010,0.008,0.021,0.007,0.004,0.003,0.007,0.007,0.018,0.011,0.008,0.007,0.003,0.011,0.011,0.006,0.014,0.008,0.011,0.008,0.011,0.008,0.014,0.015,0.001,0.007,0.011,0.010,0.008,0.007,0.014,0.014,724
Client  34,0.007,0.005,0.010,0.008,0.007,0.007,0.010,0.010,0.007,0.013,0.010,0.002,0.010,0.017,0.024,0.010,0.012,0.008,0.020,0.008,0.010,0.005,0.007,0.005,0.015,0.005,0.010,0.007,0.017,0.012,0.015,0.003,0.010,0.007,0.013,0.010,0.012,0.00,0.013,0.008,0.010,0.017,0.013,0.008,0.005,0.010,0.022,0.008,0.010,0.008,0.015,0.008,0.005,0.007,0.007,0.015,0.012,0.024,0.008,0.005,0.008,0.007,0.010,0.013,0.010,0.007,0.007,0.013,0.010,0.012,0.012,0.017,0.013,0.008,0.010,0.015,0.008,0.013,0.007,0.010,0.005,0.003,0.008,0.008,0.003,0.020,0.010,0.008,0.017,0.005,0.013,0.005,0.005,0.007,0.012,0.008,0.012,0.013,0.005,0.007,593
Client  35,0.011,0.003,0.016,0.008,0.011,0.014,0.011,0.008,0.005,0.00,0.008,0.011,0.011,0.016,0.014,0.011,0.011,0.011,0.011,0.008,0.008,0.025,0.011,0.008,0.008,0.008,0.003,0.008,0.011,0.003,0.008,0.014,0.008,0.003,0.008,0.005,0.005,0.008,0.008,0.008,0.022,0.008,0.019,0.022,0.005,0.008,0.008,0.008,0.008,0.011,0.014,0.008,0.003,0.005,0.008,0.008,0.003,0.003,0.014,0.011,0.005,0.00,0.003,0.014,0.011,0.011,0.005,0.014,0.019,0.008,0.011,0.014,0.005,0.008,0.008,0.016,0.019,0.005,0.011,0.014,0.014,0.008,0.014,0.008,0.014,0.005,0.014,0.011,0.008,0.005,0.014,0.008,0.011,0.014,0.003,0.022,0.022,0.016,0.008,0.008,364
Client  36,0.007,0.006,0.006,0.006,0.020,0.009,0.011,0.004,0.007,0.015,0.013,0.009,0.006,0.012,0.009,0.012,0.012,0.017,0.015,0.004,0.009,0.012,0.016,0.011,0.010,0.009,0.013,0.012,0.012,0.015,0.010,0.007,0.011,0.013,0.009,0.016,0.005,0.002,0.007,0.007,0.004,0.006,0.006,0.010,0.010,0.016,0.016,0.012,0.015,0.006,0.005,0.011,0.016,0.011,0.012,0.011,0.009,0.009,0.013,0.010,0.007,0.012,0.010,0.006,0.006,0.004,0.007,0.011,0.017,0.011,0.007,0.009,0.011,0.006,0.011,0.007,0.020,0.013,0.012,0.011,0.011,0.006,0.011,0.009,0.010,0.015,0.007,0.007,0.007,0.012,0.011,0.011,0.012,0.009,0.006,0.010,0.010,0.009,0.010,0.009,820
Client  37,0.007,0.012,0.011,0.006,0.017,0.012,0.008,0.007,0.008,0.011,0.008,0.009,0.012,0.007,0.012,0.009,0.008,0.012,0.012,0.010,0.007,0.008,0.010,0.015,0.005,0.012,0.010,0.014,0.008,0.007,0.013,0.009,0.006,0.013,0.015,0.011,0.007,0.006,0.005,0.008,0.014,0.007,0.008,0.012,0.015,0.006,0.011,0.015,0.006,0.010,0.005,0.016,0.009,0.009,0.008,0.010,0.013,0.011,0.010,0.013,0.011,0.013,0.007,0.012,0.008,0.010,0.016,0.008,0.005,0.006,0.016,0.007,0.006,0.008,0.009,0.011,0.009,0.008,0.011,0.010,0.012,0.009,0.009,0.011,0.011,0.007,0.016,0.007,0.010,0.007,0.009,0.014,0.006,0.012,0.007,0.014,0.008,0.009,0.016,0.009,989
Client  38,0.005,0.008,0.011,0.010,0.011,0.010,0.005,0.010,0.008,0.008,0.008,0.008,0.011,0.011,0.011,0.008,0.005,0.008,0.008,0.011,0.005,0.006,0.011,0.024,0.011,0.010,0.013,0.008,0.005,0.013,0.007,0.008,0.012,0.007,0.018,0.009,0.011,0.011,0.011,0.012,0.011,0.008,0.012,0.011,0.008,0.011,0.009,0.011,0.012,0.011,0.013,0.008,0.012,0.008,0.012,0.011,0.008,0.006,0.010,0.007,0.021,0.012,0.013,0.010,0.009,0.014,0.009,0.014,0.013,0.011,0.012,0.008,0.012,0.011,0.012,0.009,0.012,0.012,0.011,0.010,0.009,0.014,0.008,0.010,0.008,0.008,0.008,0.006,0.008,0.007,0.008,0.008,0.008,0.011,0.014,0.010,0.007,0.010,0.012,0.013,1330
Client  39,0.00,0.013,0.013,0.019,0.00,0.013,0.006,0.013,0.013,0.025,0.013,0.019,0.006,0.013,0.019,0.00,0.006,0.00,0.025,0.013,0.00,0.013,0.006,0.006,0.006,0.019,0.006,0.006,0.006,0.019,0.013,0.00,0.00,0.006,0.013,0.00,0.019,0.013,0.006,0.006,0.00,0.006,0.006,0.013,0.006,0.006,0.006,0.006,0.00,0.013,0.006,0.00,0.037,0.019,0.00,0.019,0.019,0.006,0.013,0.013,0.013,0.00,0.013,0.013,0.019,0.00,0.013,0.013,0.013,0.006,0.031,0.019,0.013,0.013,0.013,0.006,0.006,0.006,0.013,0.019,0.013,0.00,0.013,0.00,0.019,0.006,0.006,0.00,0.025,0.006,0.013,0.00,0.00,0.025,0.00,0.006,0.006,0.013,0.019,0.013,160
Client  40,0.021,0.010,0.014,0.014,0.017,0.012,0.021,0.002,0.006,0.008,0.010,0.008,0.010,0.014,0.008,0.008,0.010,0.006,0.002,0.012,0.012,0.008,0.002,0.017,0.008,0.006,0.002,0.006,0.002,0.012,0.017,0.019,0.004,0.021,0.008,0.004,0.006,0.012,0.004,0.006,0.012,0.010,0.010,0.006,0.012,0.023,0.014,0.010,0.012,0.004,0.004,0.010,0.010,0.004,0.004,0.008,0.008,0.012,0.017,0.012,0.012,0.006,0.008,0.008,0.004,0.014,0.012,0.008,0.014,0.002,0.014,0.006,0.014,0.010,0.008,0.014,0.010,0.019,0.012,0.014,0.004,0.019,0.010,0.002,0.006,0.010,0.004,0.019,0.019,0.008,0.006,0.010,0.012,0.00,0.008,0.004,0.019,0.002,0.010,0.010,484
Client  41,0.004,0.011,0.003,0.014,0.013,0.008,0.014,0.015,0.015,0.015,0.004,0.006,0.004,0.011,0.010,0.008,0.010,0.007,0.014,0.014,0.007,0.011,0.011,0.011,0.008,0.008,0.018,0.008,0.014,0.011,0.011,0.011,0.013,0.010,0.008,0.004,0.013,0.007,0.007,0.011,0.006,0.014,0.014,0.011,0.007,0.008,0.004,0.013,0.011,0.013,0.007,0.011,0.004,0.008,0.006,0.014,0.010,0.015,0.011,0.011,0.004,0.011,0.008,0.010,0.011,0.013,0.008,0.003,0.014,0.010,0.014,0.014,0.010,0.010,0.008,0.007,0.014,0.006,0.013,0.006,0.014,0.011,0.013,0.015,0.004,0.014,0.007,0.015,0.010,0.007,0.013,0.011,0.017,0.007,0.007,0.008,0.008,0.011,0.014,0.003,720
Client  42,0.019,0.009,0.008,0.004,0.008,0.017,0.019,0.009,0.011,0.006,0.011,0.017,0.013,0.006,0.013,0.015,0.009,0.011,0.015,0.008,0.011,0.015,0.013,0.017,0.004,0.006,0.008,0.008,0.025,0.017,0.006,0.006,0.008,0.004,0.019,0.006,0.009,0.017,0.009,0.00,0.008,0.009,0.008,0.013,0.015,0.004,0.004,0.015,0.009,0.008,0.004,0.009,0.004,0.002,0.015,0.011,0.009,0.017,0.009,0.008,0.013,0.009,0.009,0.009,0.009,0.011,0.008,0.004,0.004,0.015,0.009,0.011,0.017,0.002,0.004,0.013,0.011,0.008,0.008,0.011,0.013,0.013,0.009,0.009,0.009,0.009,0.011,0.011,0.008,0.008,0.004,0.008,0.009,0.006,0.004,0.013,0.021,0.015,0.002,0.015,530
Client  43,0.011,0.034,0.011,0.011,0.022,0.011,0.011,0.022,0.011,0.011,0.011,0.022,0.011,0.011,0.00,0.00,0.00,0.011,0.00,0.011,0.00,0.011,0.00,0.011,0.00,0.011,0.00,0.00,0.011,0.00,0.011,0.011,0.022,0.011,0.011,0.00,0.011,0.022,0.022,0.011,0.022,0.022,0.011,0.011,0.022,0.011,0.011,0.011,0.022,0.011,0.011,0.00,0.011,0.022,0.022,0.022,0.00,0.011,0.00,0.00,0.011,0.022,0.011,0.022,0.022,0.011,0.00,0.011,0.011,0.00,0.011,0.022,0.011,0.011,0.00,0.00,0.045,0.00,0.00,0.00,0.00,0.00,0.00,0.011,0.00,0.00,0.00,0.00,0.00,0.011,0.00,0.00,0.011,0.022,0.011,0.00,0.011,0.00,0.00,0.022,89
Client  44,0.006,0.010,0.010,0.010,0.006,0.016,0.006,0.012,0.008,0.012,0.014,0.014,0.008,0.008,0.008,0.006,0.004,0.004,0.008,0.006,0.006,0.024,0.012,0.006,0.012,0.010,0.018,0.008,0.008,0.012,0.018,0.004,0.014,0.00,0.008,0.008,0.012,0.012,0.014,0.008,0.012,0.008,0.012,0.014,0.006,0.012,0.012,0.006,0.002,0.012,0.014,0.004,0.012,0.002,0.010,0.014,0.010,0.012,0.014,0.012,0.014,0.014,0.006,0.004,0.018,0.012,0.014,0.012,0.012,0.010,0.010,0.010,0.014,0.012,0.012,0.004,0.008,0.006,0.006,0.012,0.014,0.016,0.008,0.008,0.002,0.010,0.012,0.008,0.010,0.006,0.010,0.008,0.014,0.012,0.010,0.004,0.014,0.012,0.014,0.016,504
Client  45,0.006,0.009,0.012,0.018,0.004,0.013,0.010,0.012,0.012,0.006,0.004,0.022,0.010,0.018,0.015,0.012,0.022,0.009,0.013,0.010,0.006,0.021,0.013,0.013,0.018,0.012,0.006,0.013,0.010,0.015,0.010,0.009,0.010,0.007,0.009,0.012,0.009,0.007,0.009,0.004,0.003,0.013,0.007,0.010,0.009,0.003,0.010,0.010,0.012,0.009,0.012,0.009,0.006,0.010,0.012,0.007,0.007,0.010,0.006,0.012,0.009,0.010,0.015,0.015,0.010,0.012,0.009,0.004,0.015,0.007,0.021,0.006,0.012,0.004,0.00,0.010,0.009,0.012,0.004,0.007,0.007,0.004,0.006,0.012,0.009,0.013,0.007,0.016,0.006,0.010,0.004,0.004,0.007,0.013,0.010,0.006,0.010,0.013,0.012,0.006,678
Client  46,0.010,0.005,0.021,0.008,0.021,0.008,0.010,0.005,0.010,0.016,0.016,0.013,0.005,0.008,0.005,0.013,0.010,0.005,0.021,0.003,0.021,0.013,0.008,0.005,0.008,0.013,0.010,0.016,0.010,0.010,0.008,0.010,0.013,0.021,0.008,0.018,0.008,0.013,0.008,0.008,0.003,0.008,0.013,0.003,0.008,0.018,0.018,0.005,0.010,0.005,0.016,0.003,0.010,0.003,0.010,0.010,0.005,0.016,0.010,0.010,0.013,0.008,0.005,0.010,0.013,0.003,0.008,0.016,0.016,0.003,0.018,0.010,0.008,0.003,0.010,0.010,0.010,0.016,0.008,0.008,0.005,0.013,0.008,0.00,0.008,0.016,0.016,0.00,0.003,0.010,0.005,0.008,0.008,0.016,0.016,0.013,0.016,0.003,0.008,0.003,382
Client  47,0.010,0.018,0.008,0.010,0.008,0.005,0.015,0.010,0.018,0.003,0.008,0.015,0.010,0.026,0.005,0.005,0.008,0.018,0.005,0.008,0.013,0.010,0.005,0.005,0.005,0.015,0.010,0.005,0.005,0.015,0.005,0.003,0.018,0.018,0.008,0.008,0.005,0.010,0.015,0.003,0.005,0.015,0.010,0.005,0.010,0.013,0.008,0.018,0.015,0.013,0.015,0.008,0.013,0.015,0.008,0.010,0.005,0.013,0.013,0.013,0.015,0.008,0.003,0.003,0.008,0.005,0.023,0.008,0.013,0.010,0.010,0.005,0.003,0.010,0.005,0.013,0.015,0.005,0.013,0.008,0.015,0.003,0.013,0.003,0.008,0.008,0.00,0.005,0.005,0.008,0.008,0.010,0.013,0.008,0.023,0.003,0.003,0.026,0.023,0.010,388
Client  48,0.008,0.006,0.012,0.008,0.010,0.018,0.016,0.008,0.008,0.012,0.008,0.020,0.022,0.006,0.006,0.008,0.006,0.016,0.008,0.008,0.024,0.006,0.012,0.010,0.008,0.008,0.010,0.006,0.010,0.008,0.010,0.010,0.004,0.004,0.006,0.010,0.016,0.008,0.022,0.012,0.018,0.004,0.014,0.006,0.004,0.006,0.010,0.010,0.018,0.016,0.008,0.004,0.016,0.006,0.006,0.014,0.006,0.010,0.006,0.002,0.016,0.014,0.008,0.010,0.006,0.014,0.008,0.014,0.016,0.008,0.004,0.012,0.014,0.002,0.010,0.010,0.008,0.014,0.010,0.008,0.006,0.012,0.008,0.012,0.008,0.008,0.008,0.010,0.004,0.010,0.008,0.018,0.006,0.006,0.010,0.010,0.012,0.002,0.016,0.008,495
Client  49,0.015,0.019,0.015,0.011,0.006,0.015,0.006,0.011,0.015,0.011,0.011,0.011,0.008,0.008,0.015,0.011,0.015,0.008,0.011,0.008,0.008,0.006,0.015,0.008,0.008,0.006,0.004,0.013,0.011,0.008,0.008,0.006,0.006,0.008,0.008,0.008,0.008,0.015,0.002,0.011,0.008,0.006,0.011,0.013,0.002,0.006,0.019,0.008,0.017,0.006,0.015,0.008,0.011,0.011,0.004,0.013,0.011,0.015,0.017,0.008,0.011,0.015,0.004,0.017,0.011,0.006,0.013,0.006,0.015,0.004,0.008,0.002,0.004,0.008,0.002,0.021,0.011,0.008,0.006,0.008,0.006,0.015,0.008,0.002,0.013,0.011,0.011,0.008,0.004,0.006,0.017,0.015,0.011,0.008,0.008,0.015,0.019,0.011,0.006,0.013,472
Client  50,0.004,0.004,0.015,0.002,0.013,0.017,0.011,0.015,0.015,0.006,0.015,0.004,0.013,0.008,0.006,0.015,0.013,0.013,0.023,0.006,0.008,0.004,0.021,0.017,0.011,0.019,0.008,0.015,0.006,0.017,0.004,0.004,0.008,0.011,0.008,0.004,0.015,0.008,0.004,0.008,0.008,0.013,0.015,0.006,0.011,0.021,0.013,0.004,0.017,0.008,0.011,0.008,0.011,0.013,0.011,0.013,0.008,0.006,0.008,0.008,0.006,0.006,0.015,0.013,0.008,0.013,0.013,0.004,0.011,0.008,0.006,0.008,0.013,0.011,0.006,0.002,0.011,0.008,0.002,0.004,0.002,0.019,0.015,0.002,0.013,0.011,0.013,0.015,0.006,0.004,0.013,0.006,0.013,0.013,0.006,0.006,0.008,0.004,0.011,0.017,473
Client  51,0.010,0.010,0.007,0.007,0.015,0.007,0.005,0.006,0.011,0.009,0.007,0.010,0.012,0.010,0.017,0.011,0.011,0.013,0.012,0.005,0.015,0.006,0.013,0.015,0.006,0.009,0.009,0.011,0.012,0.009,0.015,0.010,0.002,0.010,0.016,0.015,0.010,0.005,0.006,0.005,0.007,0.009,0.012,0.006,0.007,0.017,0.011,0.011,0.023,0.010,0.009,0.009,0.011,0.013,0.006,0.009,0.015,0.011,0.006,0.011,0.009,0.011,0.006,0.009,0.005,0.009,0.011,0.006,0.012,0.007,0.017,0.005,0.013,0.017,0.013,0.012,0.012,0.009,0.005,0.012,0.013,0.011,0.011,0.009,0.010,0.006,0.011,0.004,0.007,0.011,0.006,0.009,0.007,0.015,0.012,0.012,0.009,0.013,0.006,0.013,819
Client  52,0.012,0.009,0.012,0.012,0.009,0.012,0.012,0.017,0.009,0.009,0.012,0.017,0.003,0.009,0.012,0.014,0.012,0.006,0.009,0.009,0.006,0.012,0.017,0.00,0.009,0.023,0.006,0.006,0.012,0.006,0.006,0.003,0.012,0.003,0.003,0.014,0.009,0.014,0.009,0.023,0.017,0.006,0.003,0.006,0.017,0.014,0.020,0.023,0.006,0.006,0.009,0.006,0.003,0.003,0.003,0.006,0.020,0.014,0.006,0.012,0.012,0.003,0.017,0.014,0.006,0.006,0.014,0.009,0.009,0.006,0.003,0.006,0.014,0.006,0.012,0.009,0.009,0.006,0.006,0.009,0.012,0.017,0.012,0.020,0.012,0.020,0.014,0.003,0.012,0.009,0.006,0.003,0.009,0.006,0.012,0.009,0.012,0.026,0.006,0.009,346
Client  53,0.014,0.00,0.017,0.024,0.007,0.003,0.014,0.003,0.007,0.00,0.010,0.010,0.010,0.010,0.003,0.014,0.017,0.007,0.003,0.021,0.010,0.003,0.007,0.007,0.017,0.007,0.010,0.010,0.007,0.010,0.007,0.010,0.003,0.007,0.007,0.021,0.007,0.003,0.007,0.014,0.007,0.003,0.014,0.010,0.017,0.007,0.00,0.007,0.014,0.007,0.014,0.014,0.007,0.017,0.014,0.017,0.010,0.021,0.007,0.014,0.003,0.014,0.003,0.007,0.014,0.007,0.021,0.007,0.021,0.007,0.010,0.007,0.007,0.010,0.014,0.003,0.021,0.007,0.021,0.007,0.003,0.014,0.017,0.007,0.010,0.007,0.010,0.007,0.010,0.003,0.00,0.003,0.010,0.014,0.007,0.014,0.017,0.017,0.017,0.003,289
Client  54,0.006,0.011,0.014,0.014,0.011,0.003,0.011,0.006,0.020,0.017,0.006,0.014,0.014,0.006,0.003,0.014,0.014,0.006,0.003,0.008,0.014,0.014,0.017,0.008,0.003,0.020,0.008,0.006,0.011,0.014,0.011,0.011,0.006,0.014,0.00,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.006,0.008,0.006,0.006,0.008,0.011,0.014,0.014,0.008,0.003,0.017,0.008,0.006,0.00,0.025,0.011,0.017,0.011,0.014,0.014,0.014,0.020,0.011,0.003,0.011,0.011,0.008,0.011,0.020,0.020,0.00,0.006,0.006,0.00,0.011,0.017,0.011,0.014,0.003,0.003,0.014,0.020,0.003,0.006,0.008,0.008,0.011,0.011,0.014,0.011,0.003,0.017,0.006,0.003,0.006,0.008,0.011,353
Client  55,0.018,0.013,0.013,0.004,0.011,0.004,0.007,0.002,0.007,0.018,0.011,0.016,0.007,0.007,0.007,0.013,0.007,0.011,0.016,0.013,0.011,0.016,0.011,0.011,0.002,0.004,0.007,0.011,0.009,0.013,0.013,0.002,0.016,0.011,0.009,0.013,0.004,0.002,0.007,0.018,0.013,0.009,0.004,0.013,0.013,0.018,0.004,0.011,0.011,0.011,0.004,0.011,0.009,0.011,0.011,0.011,0.011,0.009,0.004,0.011,0.011,0.011,0.002,0.013,0.022,0.004,0.007,0.00,0.016,0.011,0.009,0.018,0.013,0.004,0.004,0.009,0.004,0.018,0.002,0.011,0.007,0.013,0.016,0.009,0.007,0.016,0.007,0.009,0.011,0.009,0.016,0.009,0.011,0.007,0.009,0.011,0.013,0.016,0.009,0.011,451
Client  56,0.024,0.015,0.009,0.012,0.009,0.006,0.012,0.009,0.006,0.006,0.009,0.006,0.009,0.006,0.021,0.024,0.003,0.018,0.009,0.009,0.012,0.009,0.012,0.009,0.009,0.009,0.009,0.00,0.015,0.009,0.018,0.003,0.012,0.018,0.003,0.012,0.009,0.006,0.006,0.009,0.009,0.006,0.003,0.009,0.003,0.021,0.006,0.003,0.009,0.009,0.009,0.003,0.009,0.006,0.003,0.030,0.006,0.018,0.024,0.006,0.015,0.018,0.009,0.015,0.012,0.012,0.003,0.012,0.012,0.009,0.006,0.009,0.009,0.015,0.006,0.009,0.006,0.003,0.003,0.012,0.006,0.009,0.009,0.003,0.006,0.009,0.024,0.015,0.006,0.00,0.018,0.006,0.015,0.012,0.012,0.009,0.015,0.003,0.009,0.006,330
Client  57,0.005,0.015,0.009,0.010,0.014,0.005,0.010,0.009,0.005,0.010,0.013,0.003,0.010,0.016,0.009,0.014,0.006,0.012,0.012,0.006,0.008,0.009,0.008,0.007,0.009,0.013,0.013,0.006,0.010,0.008,0.007,0.019,0.008,0.010,0.012,0.010,0.017,0.012,0.007,0.010,0.001,0.008,0.006,0.008,0.008,0.014,0.009,0.007,0.005,0.014,0.008,0.007,0.009,0.006,0.016,0.014,0.014,0.013,0.009,0.012,0.008,0.007,0.008,0.016,0.010,0.016,0.008,0.012,0.006,0.015,0.008,0.007,0.012,0.008,0.017,0.012,0.013,0.010,0.015,0.002,0.010,0.010,0.010,0.010,0.007,0.008,0.003,0.008,0.015,0.013,0.017,0.008,0.007,0.007,0.012,0.009,0.015,0.009,0.007,0.012,859
Client  58,0.020,0.00,0.015,0.015,0.005,0.020,0.020,0.015,0.020,0.005,0.010,0.015,0.024,0.005,0.010,0.005,0.00,0.020,0.00,0.005,0.005,0.015,0.015,0.015,0.020,0.005,0.015,0.010,0.015,0.010,0.00,0.020,0.010,0.00,0.015,0.015,0.010,0.020,0.005,0.010,0.00,0.020,0.010,0.015,0.00,0.00,0.015,0.020,0.015,0.00,0.020,0.005,0.00,0.010,0.005,0.020,0.005,0.015,0.00,0.00,0.015,0.00,0.005,0.010,0.020,0.010,0.015,0.005,0.005,0.020,0.010,0.015,0.00,0.00,0.005,0.005,0.00,0.010,0.015,0.005,0.00,0.010,0.005,0.005,0.024,0.015,0.010,0.015,0.00,0.005,0.010,0.005,0.039,0.005,0.010,0.005,0.015,0.029,0.005,0.005,205
Client  59,0.014,0.012,0.002,0.006,0.008,0.012,0.014,0.004,0.016,0.010,0.016,0.002,0.008,0.010,0.014,0.023,0.004,0.006,0.010,0.004,0.010,0.012,0.021,0.008,0.004,0.016,0.004,0.016,0.008,0.012,0.016,0.010,0.010,0.012,0.008,0.006,0.008,0.008,0.006,0.006,0.010,0.016,0.021,0.014,0.014,0.008,0.012,0.014,0.006,0.008,0.004,0.012,0.014,0.016,0.012,0.012,0.010,0.008,0.014,0.008,0.006,0.010,0.010,0.002,0.006,0.008,0.010,0.004,0.016,0.012,0.002,0.006,0.021,0.010,0.006,0.010,0.008,0.008,0.010,0.012,0.004,0.016,0.008,0.00,0.012,0.014,0.006,0.016,0.018,0.012,0.006,0.006,0.006,0.008,0.006,0.002,0.008,0.006,0.004,0.014,487
Client  60,0.007,0.010,0.007,0.012,0.010,0.006,0.009,0.010,0.00,0.013,0.012,0.015,0.010,0.006,0.010,0.009,0.007,0.016,0.007,0.009,0.006,0.010,0.009,0.009,0.009,0.012,0.015,0.010,0.007,0.006,0.009,0.009,0.013,0.016,0.003,0.015,0.010,0.019,0.009,0.004,0.007,0.015,0.007,0.016,0.006,0.006,0.004,0.006,0.009,0.007,0.013,0.007,0.009,0.015,0.006,0.004,0.009,0.016,0.009,0.007,0.006,0.015,0.013,0.010,0.012,0.012,0.010,0.013,0.012,0.004,0.016,0.012,0.007,0.010,0.009,0.016,0.009,0.007,0.010,0.010,0.013,0.012,0.012,0.004,0.009,0.016,0.010,0.007,0.013,0.006,0.007,0.019,0.009,0.012,0.006,0.015,0.006,0.009,0.009,0.012,671
Client  61,0.004,0.013,0.004,0.00,0.013,0.00,0.009,0.017,0.009,0.004,0.013,0.004,0.026,0.00,0.009,0.017,0.017,0.009,0.017,0.009,0.004,0.009,0.004,0.013,0.004,0.013,0.004,0.009,0.009,0.00,0.004,0.013,0.013,0.017,0.009,0.026,0.017,0.004,0.013,0.013,0.009,0.013,0.022,0.009,0.00,0.013,0.004,0.004,0.013,0.009,0.009,0.013,0.004,0.004,0.022,0.004,0.017,0.009,0.004,0.013,0.013,0.009,0.013,0.009,0.009,0.00,0.013,0.009,0.017,0.009,0.009,0.004,0.00,0.017,0.013,0.00,0.013,0.009,0.009,0.013,0.009,0.017,0.009,0.009,0.009,0.009,0.009,0.026,0.013,0.022,0.009,0.013,0.004,0.00,0.00,0.009,0.009,0.013,0.009,0.022,229
Client  62,0.006,0.024,0.012,0.012,0.006,0.018,0.006,0.00,0.006,0.006,0.012,0.012,0.006,0.006,0.012,0.006,0.00,0.018,0.012,0.006,0.00,0.006,0.006,0.006,0.018,0.006,0.018,0.00,0.018,0.012,0.006,0.024,0.018,0.006,0.024,0.012,0.006,0.018,0.030,0.018,0.00,0.00,0.006,0.006,0.006,0.006,0.00,0.00,0.006,0.012,0.006,0.006,0.024,0.006,0.012,0.00,0.00,0.006,0.018,0.006,0.012,0.012,0.012,0.018,0.00,0.012,0.024,0.012,0.024,0.018,0.00,0.00,0.00,0.012,0.012,0.00,0.006,0.012,0.00,0.012,0.012,0.00,0.018,0.006,0.00,0.006,0.00,0.018,0.012,0.043,0.012,0.043,0.00,0.006,0.012,0.018,0.00,0.006,0.006,0.006,164
Client  63,0.009,0.008,0.002,0.013,0.015,0.008,0.011,0.009,0.009,0.013,0.004,0.015,0.017,0.013,0.008,0.008,0.017,0.002,0.009,0.009,0.013,0.009,0.011,0.006,0.008,0.009,0.009,0.008,0.021,0.009,0.009,0.011,0.013,0.008,0.006,0.009,0.008,0.006,0.015,0.002,0.009,0.017,0.017,0.008,0.011,0.006,0.013,0.013,0.013,0.004,0.009,0.006,0.013,0.017,0.008,0.002,0.004,0.019,0.009,0.006,0.008,0.013,0.006,0.011,0.002,0.013,0.011,0.008,0.008,0.006,0.023,0.008,0.006,0.015,0.011,0.002,0.011,0.006,0.009,0.00,0.006,0.008,0.011,0.013,0.013,0.015,0.006,0.015,0.017,0.015,0.017,0.019,0.013,0.009,0.002,0.011,0.006,0.011,0.013,0.009,530
Client  64,0.013,0.020,0.007,0.002,0.009,0.009,0.007,0.009,0.015,0.006,0.011,0.007,0.011,0.011,0.011,0.00,0.011,0.017,0.024,0.006,0.002,0.013,0.011,0.007,0.013,0.017,0.009,0.018,0.009,0.007,0.013,0.013,0.011,0.009,0.004,0.009,0.013,0.011,0.011,0.013,0.007,0.011,0.009,0.002,0.013,0.007,0.009,0.011,0.013,0.006,0.011,0.004,0.004,0.013,0.011,0.007,0.013,0.009,0.002,0.013,0.006,0.007,0.004,0.011,0.009,0.015,0.013,0.020,0.017,0.009,0.013,0.013,0.006,0.007,0.011,0.009,0.015,0.007,0.009,0.011,0.009,0.00,0.017,0.011,0.013,0.009,0.004,0.009,0.006,0.009,0.002,0.015,0.006,0.011,0.020,0.015,0.004,0.006,0.015,0.011,541
